book_title,book_author,Category 
WIRED  M,Bob Woodward,['Comedians']
The Letterman Wit: His Life and Humor,Bill Adler,['Comedians']
The Leno Wit: His Life and Humor,Jay Walker,['Comedians']
The Big Yin: The Life and Times of Billy Connolly,Jonathan Margolis,['Comedians']
Dawson's Creek: Trouble in Paradise (Dawson's Creek),J.C. Anders,"[""Dawson's Creek (New England : Imaginary place)""]"
Till We Have Faces: A Myth Retold,C. S. Lewis,['Cupid (Roman deity)']
The Upanishads,Prabhavananda,['Hinduism']
Hinduism: A Very Short Introduction (Very Short Introductions),Kim Knott,['Hinduism']
"Mark Coffin, U.S.S: A novel of Capitol Hill",Allen Drury,"['Capitol Hill (Washington, D.C.)']"
The Arcanum: The Extraordinary True Story,Janet Gleeson,['Antiques & Collectibles']
Used and Rare : Travels in the Book World,Lawrence Goldstone,['Antiques & Collectibles']
Motown : The Golden Years: The Stars and Music That Shaped a Generation,Bill Dahl,['Antiques & Collectibles']
Fifth Chinese Daughter,Jade Snow Wong,['Antiques & Collectibles']
The Leap Year Book,Barbara Sutton-Smith,['Antiques & Collectibles']
Captain Corelli's Mandolin: The Illustrated Film Companion,Steve Clark,['Antiques & Collectibles']
A Guide to Collecting Christian and Judaic Religious Artifacts (Collecting Religious Artifacts),Penny Forstner,['Antiques & Collectibles']
The Banner Book (Craft Kaleidoscope),Ruth Ann Lowery,['Antiques & Collectibles']
Among the Gently Mad : Strategies and Perspectives for the Book Hunter in the 21st Century,Nicholas A. Basbanes,['Antiques & Collectibles']
Commercial Perfume Bottles,Jacquelyne Jones-North,['Antiques & Collectibles']
The Hawaiian Shirt: Its Art and History (Recollectibles),H. Thomas Steele,['Antiques & Collectibles']
Official 1996 Blackbook Price Guide of United States Coins (Official Blackbook Price Guide to U.S. Coins),Marc Hudgeons,['Antiques & Collectibles']
Art Nouveau and Art Deco Jewelry: An Identification and Value Guide,Lillian Baker,['Antiques & Collectibles']
Victorian Furniture: Our American Heritage,Kathryn McNerney,['Antiques & Collectibles']
Victorian and Edwardian Fashion: A Photographic Survey,Alison Gernsheim,['Antiques & Collectibles']
"Price Guide to Flea Market Treasures (1997, 4th ed)",Harry L. Rinker,['Antiques & Collectibles']
Ultimate Price Guide to Fast Food Collectibles,Elizabeth A. Stephan,['Antiques & Collectibles']
Collecting Romance Novels,Dawn E. Reno,['Antiques & Collectibles']
The Hunt for Amazing Treasures,Sondra Farrell Bazrod,['Antiques & Collectibles']
Plastic Jewelry,Lyngerda Kelley,['Antiques & Collectibles']
The Teddy Bear Book,Susan Feuer,['Antiques & Collectibles']
The Nancy Drew Scrapbook,Karen Plunkett-Powell,['Antiques & Collectibles']
The Official Price Guide to Flea Market Treasures (Price Guide to Flea Market Treasures),Harry L. Rinker,['Antiques & Collectibles']
Peanuts: Home Collection--A Collector's Guide to Identification and Value,Freddi Margolin,['Antiques & Collectibles']
Lucille's Car Care: Everything You Need to Know from Under the Hood-By America's Most Trusted Mechanic,Lucille Treganowan,['Antiques & Collectibles']
Miller's Art Nouveau and Art Deco: A Buyer's Guide (Miller's buyer's guide),Judith Miller,['Antiques & Collectibles']
The Book on the Bookshelf,Henry Petroski,['Antiques & Collectibles']
"The Official eBay Guide to Buying, Selling, and Collecting Just About Anything",Laura Fisher Kaiser,['Antiques & Collectibles']
"Handbook of United States Coins, 2000: With Premium Lists (Handbook of United States Coins, 2000)",R. S. Yeoman,['Antiques & Collectibles']
The Button Book (Miniature Editions),Diana Epstein,['Antiques & Collectibles']
Outwitting History: The Amazing Adventures of A Man Who Rescued A Million Yiddish Books,AARON LANSKY,['Antiques & Collectibles']
The Complete Book of Doll Making and Collecting,Catherine Christopher Roberts,['Antiques & Collectibles']
Gallery of Teddy Bears,Linda Hartman,['Antiques & Collectibles']
Ultimate Teddy Bear Book,Pauline Cockrill,['Antiques & Collectibles']
Pokemon Collector's Value Guide: Secondary Market Price Guide and Collector Handbook (Collector's Value Guides),Checker Bee Publishing,['Antiques & Collectibles']
Northwood Carnival Glass 1908-1925: Identification & Value Guide,Carl O. Burns,['Antiques & Collectibles']
Antiques Roadshow Primer : The Introductory Guide to Antiques and Collectibles from the Most-Watched Series on PBS,Carol Prisant,['Antiques & Collectibles']
Primitive and Folk Jewelry,Michael Haberlandt,['Antiques & Collectibles']
The Cat Made Me Buy It: A Collection of Cats Who Sold Yesterdays Products,Alice Muncaster,['Antiques & Collectibles']
Button Button: Identification and Price Guide,Peggy Ann Osborne,['Antiques & Collectibles']
Glass in Jewelry : Hidden Artistry in Glass,Sibylle Jargstorf,['Antiques & Collectibles']
"Vintage Jewelry: A Price and Identification Guide, 1920 to 1940s",Leigh Leshner,['Antiques & Collectibles']
"Baubles, Buttons and Beads: The Heritage of Bohemia",Sibylle Jargstorf,['Antiques & Collectibles']
The Collector's Encyclopedia of Brush-McCoy Pottery: Updated Values,Sharon Huxford,['Antiques & Collectibles']
"Collector's Encyclopedia of Depression Glass (Collectors Encyclopedia of Depression Glass, 16th ed)",Gene Florence,['Antiques & Collectibles']
The International Connoisseur's Guide to Cigars: The Art of Selecting and Smoking (Essential Connoisseur),Jane Resnick,['Antiques & Collectibles']
Just the Right Shoe Collector's Value Guide,Raine,['Antiques & Collectibles']
The World of Barbie Dolls,Susan Manos,['Antiques & Collectibles']
"Trash or Treasure Directory of Buyers: How and Where to Easily Sell Collectibles, Antiques & Other Treasures Found Around Your House & Neighborhood (8th Edition)",Tony Hyman,['Antiques & Collectibles']
The Unofficial Guide to Japanese and International Transformers (Schiffer Book for Collectors),J. E. Alvarez,['Antiques & Collectibles']
Crime and Punishment (Penguin Classics),Fyodor Dostoyevsky,['Criminology']
The Serial Killers: a Study in the Psychology of Violence,Colin Wilson,['Criminology']
A Step Further,Steve Estes,['Quadriplegia']
The Postman,Antonio Skarmeta,['Chile']
Travels in a thin country: A journey through Chile (Abacus travel),Sara Wheeler,['Chile']
Lonely Planet Chile & Easter Island (4th ed),Wayne Bernhardson,['Chile']
Chile: Death in the South,Jacobo Timerman,['Chile']
"Night of the Living Dummy (Goosebumps, No 7)",R. L. Stine,['Hand puppets']
The Complete Book of Food Counts- 5th Edition (Complete Book of Food Counts),CORINNE T. NETZER,['Food']
"COMPLETE BOOK OF FOOD COUNTS, THE (REVIS (Complete Book of Food Counts)",CORINNE T. NETZER,['Food']
Food values,Leah Wallach,['Food']
"The Wellness Encyclopedia of Food and Nutrition: How to Buy, Store, and Prepare Every Variety of Fresh Food","Sheldon, Md. Margen",['Food']
7 Days to Strip Fat Forever,Shane Bilsborough,['Food']
COMPLETE/FOOD COUNTS,CORINNE T. NETZER,['Food']
DIABETES CARBOHYDRATE AND CALORIE COUNTER : DIABETES CARBOHYDRATE AND CALORIE COUNTER,Annette B. Natow,['Food']
"The Shopper's Guide to Fat in Your Food: A Carry-Along Guide to the Fat, Calories, and Fat Percentages in Brand Name Foods",Karen J. Bellerson,['Food']
Calories and Carbohydrates (12th ed),Barbara Kraus,['Food']
Complete and Up to Date Fat Book a Guide to The,Karen J. Bellerson,['Food']
The Corinne T. Netzer Carbohydrate Counter (Ctn Food Counts),Corinne T. Netzer,['Food']
Hot Fudge Pickles,Marilyn Anderson,['Food']
"The Fat, Fibre and Carbohydrate Counter: the Essential Guide to Healthy Eating",Dell Stanford,['Food']
Nutrition Almanac (Nutrition Almanac),John D. Kirschmann,['Food']
Fat Counter Guide,Consumer Guide,['Food']
The Artful Eater: A Gourmet Investigates the Ingredients of Great Food,Edward Behr,['Food']
Calories and Carbohydrates 5ED,Barbara Krause,['Food']
Traveler's Tales Food: A Taste of the Road (Travelers' Tales Guides),Richard Sterling,['Food']
Blue Moon (Anita Blake Vampire Hunter),Laurell K. Hamilton,"['Blake, Anita (Fictitious character)']"
Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,"['Blake, Anita (Fictitious character)']"
Obsidian Butterfly (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,"['Blake, Anita (Fictitious character)']"
Club Vampyre,Laurell K. Hamilton,"['Blake, Anita (Fictitious character)']"
"The Midnight Cafe (Anita Blake, Vampire Hunter)",Laurell K Hamilton,"['Blake, Anita (Fictitious character)']"
The Media and Mental Distress,Glasgow Media Group,['Mass media']
A Mind of My Own: My Life With Robert Maxwell,Elisabeth Maxwell,['Mass media']
Cunt: A Declaration of Independence (Live Girls),Inga Muscio,['Body image in women']
How to Use Homeopathy: A Comprehensive Instruction Book (Health Workbooks),Christopher Hammond,['Homeopathy']
The World Traveller's Manual of Homeopathy,Colin B. Lessell,['Homeopathy']
Complete Guide to Homeopathy,Andrew Lockie,['Homeopathy']
Roadmarks,Roger Zelazny,['Assassins']
"State of Siege (Tom Clancy's Op-Center, 6)",Tom Clancy,['Assassins']
Shibumi,Trevanian,['Assassins']
Threat Case,J. C. Pollock,['Assassins']
Prism: A Novel,Austin Bay,['Assassins']
Kabuki: Skin Deep,David Mack,['Assassins']
Assassin,Shaun Hutson,['Assassins']
"Elfshadow (Forgotten Realms: Songs and Swords (The Harpers), Book1)",Elaine Cunningham,['Assassins']
The Only Thing to Fear,David Poyer,['Assassins']
Homage to a Firing Squad,Tariq Goddard,['Assassins']
The Yukon Target,Nick Carter,['Assassins']
Mr In Between,Neil Cross,['Assassins']
The RAGMAN'S SON,Kirk Douglas,['Motion picture actors and actresses']
WILL POWER,Jan Berrenson,['Motion picture actors and actresses']
Leonard Maltin's 2002 Movie and Video Guide,Leonard Maltin,['Motion picture actors and actresses']
Detour,Cheryl Crane,['Motion picture actors and actresses']
What Falls Away,Mia Farrow,['Motion picture actors and actresses']
Ordeal,Linda Lovelace,['Motion picture actors and actresses']
Leonard Maltin's Movie and Video Guide 1994,Leonard Maltin,['Motion picture actors and actresses']
FRANK SINATRA: MY FATHER,Nancy Sinatra,['Motion picture actors and actresses']
Star-Crossed: The Story of Robert Walker and Jennifer Jones,Beverly Linet,['Motion picture actors and actresses']
Paul Newman and Joanne Woodward,Susan Netter,['Motion picture actors and actresses']
Marilyn Monroe: An Appreciation,Eve Arnold,['Motion picture actors and actresses']
Films of James Cagney,Homer Dickens,['Motion picture actors and actresses']
"Elvis, what happened?",Steve Dunleavy,['Motion picture actors and actresses']
Starring John Wayne As Genghis Khan: Hollywood's All-Time Worst Casting Blunders,Damien Bona,['Motion picture actors and actresses']
Leonardo Di Caprio,Lisa Degnen,['Motion picture actors and actresses']
"Yes, Mr Bronson: Memoirs of a Bum Actor",Michael Sheard,['Motion picture actors and actresses']
Oprah!,Robert Waldron,['Motion picture actors and actresses']
Mia: The Life of Mia Farrow,Edward Epstein,['Motion picture actors and actresses']
Sinatra Ol Blue Eyes Remembered,Random Value Publishing,['Motion picture actors and actresses']
Elvis : His Life from A to Z,FRED L. WORTH,['Motion picture actors and actresses']
Shelley: Also known as Shirley,Shelley Winters,['Motion picture actors and actresses']
Duke: The Life and Times of John Wayne,Donald Shepherd,['Motion picture actors and actresses']
Marilyns Addresses,Michael Finn,['Motion picture actors and actresses']
Unabridged Marilyn : Her Life Fr,RANDALL RIESE,['Motion picture actors and actresses']
One Man Tango,Anthony Quinn,['Motion picture actors and actresses']
Jane Russell: My Path and My Detours : An Autobiography,Jane Russell,['Motion picture actors and actresses']
Brando for Breakfast,Anna Kashfi. Brando,['Motion picture actors and actresses']
Mae West: A Biography,George Eels,['Motion picture actors and actresses']
Chronicle of the Cinema: 100 Years of the Movies (Chronicle of the Cinema),Robyn Karney,['Motion picture actors and actresses']
Goddess the Secret Lives Monroe,Anthony Summers,['Motion picture actors and actresses']
Leonard Maltin's 1999 Movie & Video Guide (Serial),Leonard Maltin,['Motion picture actors and actresses']
Madonna: In Her Own Words,Mick St. Michael,['Motion picture actors and actresses']
Finally I'm a Doctor,Neil Shulman,['Medical education']
Antonio S and the Mystery of Theodore Guzman (Little Ark Book),Odo Hirsch,['Acting']
The Method,Paul Robert Walker,['Acting']
Theater Shoes,NOEL STREATFEILD,['Acting']
Garfield the Big Star (Golden Look-Look Books),Jim Davis,['Acting']
The Swish of the Curtain (Hodder Modern Classics),Pamela Brown,['Acting']
Acting a Handbook of the Stanislavski Method,Toby Cole,['Acting']
Ashley's Big Mistake (Cover Kids),Suzanne Weyn,['Acting']
"Hollywood, Here I Come: An insider's guide to a successful Acting and Modeling career",Cynthia Hunter,['Acting']
The Course of True Love Never Did Run Smooth,Marilyn Singer,['Acting']
Acting Professionally: Raw Facts About Careers in Acting,Robert  Cohen,['Acting']
"The Ghost Show (Annie K's Theater, No 2)",Sharon Dennis Wyeth,['Acting']
Sunset Glitter (Sunset Island),Cherie Bennett,['Acting']
Garfield the Fussy Cat (Big Little Golden Books),Norma Simone,['Acting']
Jack Anderson Presents the Young Astronauts (Young Astronauts),Rick North,['Astronauts']
Cosmic Encounters: Which Way Books No. 8 (Which Way Books),R. G. Austin,['Astronauts']
Man On the Moon the Voyages of the Apoll,Andrew Chaikin,['Astronauts']
"The Case of the U. S. Space Camp Mission (The Adventures of Mary-Kate & Ashley, No 4)",Scholastic Staff,['Astronauts']
IN OCEAN OF NIGHT,Gregory Benford,['Astronauts']
Day Seven,Jack Bickham,['Astronauts']
Day We Walked On the Moon Photo History,George Sullivan,['Astronauts']
Of a Fire on the Moon,Norman Mailer,['Astronauts']
Little Critter Doctor (My Fun Shape Board Books),Mercer Mayer,['Astronauts']
The Dream Catcher (A Magnet Book),Monica Hughes,['Extrasensory perception']
"The Gathering: The Justice Cycle, Book Three",Virginia Hamilton,['Extrasensory perception']
Esp: Stories of Strange Happenings,Rita G. Gelman,['Extrasensory perception']
The mind trap,G. Clifton Wisler,['Extrasensory perception']
The POSSESSED: DARK VISIONS II : THE POSSESSED (DARK VISIONS),L.J. Smith,['Extrasensory perception']
Blink of the Mind (Twilight Series No 5),Dorothy Brenner Francis,['Extrasensory perception']
Max's Book (The Psi Patrol No 3),Maxwell Hurley,['Extrasensory perception']
"The Strange Power (Dark Visions, Book 1)",L.J. Smith,['Extrasensory perception']
Dr. Chill's Project,Thomas Hoobler,['Extrasensory perception']
Sunset After Hours (Sunset After Dark),Cherie Bennett,['Extrasensory perception']
The Hero,Patricia Windsor,['Extrasensory perception']
The Diary of a Young Girl: The Definitive Edition,Anne Frank,['Amsterdam (Netherlands)']
Anne Frank's Tales from the Secret Annex,Anne Frank,['Amsterdam (Netherlands)']
ANNE FRANK: DIARY OF A YOUNG GIRL,Anne Frank,['Amsterdam (Netherlands)']
The Fall (V223),Albert Camus,['Amsterdam (Netherlands)']
The Rough Guide Amsterdam,Rough Guides,['Amsterdam (Netherlands)']
Eyewitness Travel Guide to Amsterdam,Robin Pascoe,['Amsterdam (Netherlands)']
Puppet on a chain,Alistair MacLean,['Amsterdam (Netherlands)']
You're Invited to Mary-Kate & Ashley's Christmas Party (You're Invited to Mary-Kate & Ashley's),Ellen Reymes,['Christmas']
The Christmas Cupboard,Margo Hoff,['Christmas']
Can Reindeer Fly?: The Science of Christmas,Roger Highfield,['Christmas']
The Twelve Days of Christmas: A Christmas Carol (Little Golden Book),Michael Eagle,['Christmas']
Rudolph the Red-Nosed Reindeer Shines Again (Little Golden Book),Darrell Baker,['Christmas']
Santa's Surprise (Bantam Watch-Me-Glow Book),Emily James,['Christmas']
Gooseberry Patch Christmas (Gooseberry Patch Christmas (Hardcover)),Leisure Arts,['Christmas']
A Celebration of Christmas,Paul C. Brownlow,['Christmas']
"Freshman Christmas (Dorm Super, No 2)",Linda A. Cooney,['Christmas']
Gooseberry Patch Christmas (Book 4),Not Applicable (Na ),['Christmas']
Home for the Howl-idays,Dian Curtis Regan,['Christmas']
A Christmas Treasury of Yuletide Stories and Poems,James Charlton,['Christmas']
Celebrate the Season 2000,Better Homes and Gardens,['Christmas']
Treasury of Christmas stories,Ann McGovern,['Christmas']
Santa's Little Instruction Book: Have You Been Naughty or Nice?,Scott Matthews,['Christmas']
A Child's Christmas in Wales (Running Press Miniature Editions),Dylan Thomas,['Christmas']
Parties and Projects for the Holidays,Martha Stewart,['Christmas']
Coping with Christmas (Coping S.),Peter Corey,['Christmas']
All I Want For Christmas,Nancy Parent,['Christmas']
Tim Burton's Nightmare Before Christmas: A Pop-Up Book,Tim Burton,['Christmas']
Diane Goodes American Christmas,Diane Goode,['Christmas']
Good Old Fashioned Christmas,Benchley,['Christmas']
The Christmas Revolution,Barbara Cohen,['Christmas']
Mickey's Christmas Carol,Walt Disney Productions,['Christmas']
Christmas Moments: Reading for the Christmas Season (God's Word Series),World Bible Publishing,['Christmas']
God with us: The miracle of Christmas,John MacArthur,['Christmas']
Count the Days Till Christmas,Maryann Cocca-Leffler,['Christmas']
Santa and the Christ Child,Nicholas Bakewell,['Christmas']
Christmas collectibles,Margaret Whitmyer,['Christmas']
"Christmas Ornament Legends Vol. 1: The Genuine Collection of Stories, Traditions, and Folklore from the Old World",Timothy Merck,['Christmas']
The Bear That Santa Claus Forgot,Diana Kimpton,['Christmas']
Delia Smith's Christmas: 130 Recipes for Christmas,Delia Smith,['Christmas']
The Book of Christmas,Readers Digest,['Christmas']
Dinosaurs' Christmas (Read With Me),Liza Donnelly,['Christmas']
Love Is Hell: Special New Mini-Jumbo Edition With Extra Bonus Cartoons,Matt Groening,"['American wit and humor, Pictorial']"
Garfield Tips the Scales 8 (Garfield (Numbered Paperback)),Jim Davis,"['American wit and humor, Pictorial']"
And That's My Final Offer! (His A Doonesbury book),G.B. Trudeau,"['American wit and humor, Pictorial']"
The Third Garfield Fat Cat 3-Pack (Garfield Fat Cat Three Pack),Jim Davis,"['American wit and humor, Pictorial']"
Garfield Pocket Books: Great Impressions (Garfield Pocket Books),Jim Davis,"['American wit and humor, Pictorial']"
Talkin' About My G-G-Generation (A Donesbury book),G.B. Trudeau,"['American wit and humor, Pictorial']"
"Win a few, lose a few, Charlie Brown: A new Peanuts book",Charles M Schulz,"['American wit and humor, Pictorial']"
Check Your Egos at the Door (A Doonesbury book),Garry Trudeau,"['American wit and humor, Pictorial']"
Yukon Ho,Bill Watterson,"['American wit and humor, Pictorial']"
Looking at Philosophy: The Unbearable Heaviness of Philosophy Made Lighter,Donald Palmer,"['American wit and humor, Pictorial']"
An Especially Tricky People (Doonesbury Book),G. B. Trudeau,"['American wit and humor, Pictorial']"
President Is a Lot Smarter Than You,G B Trudeau,"['American wit and humor, Pictorial']"
Dancing Cats and Neglected Murderesses,Edward St. John Gorey,"['American wit and humor, Pictorial']"
"You Can't Take It With You, So Eat It Now!  Everyday Strategies from Sylvia",Nicole Hollander,"['American wit and humor, Pictorial']"
Homicidal Psycho Jungle Cat,Bill Watterson,"['American wit and humor, Pictorial']"
Digesting the Child Within: And Other Cartoons to Live by,John Callahan,"['American wit and humor, Pictorial']"
"A Tad Overweight, but Violet Eyes to Die for (A Doonesbury book)",G.B. Trudeau,"['American wit and humor, Pictorial']"
"The Wreck of the \Rusty Nail\"" (A Doonesbury book by G. B. Trudeau)""",G.B. Trudeau,"['American wit and humor, Pictorial']"
"Calling Dr. Whoopee: A Doonesbury Book (Trudeau, G. B., Doonesbury Book.)",G. B. Trudeau,"['American wit and humor, Pictorial']"
Garfield Worldwide (Garfield (Numbered Paperback)),Jim Davis,"['American wit and humor, Pictorial']"
Cats Cats Cats: A Collection of Great Cat Cartoons,Sam Gross,"['American wit and humor, Pictorial']"
"He's Never Heard of You, Either (A Doonesbury book)",G. B. Trudeau,"['American wit and humor, Pictorial']"
Garfield Pocket Books: Wave Rebel (Garfield Pocket Books),Jim Davis,"['American wit and humor, Pictorial']"
Garfield Pocket Books: On Top of the World (Garfield Pocket Books),Jim Davis,"['American wit and humor, Pictorial']"
"Guilty, Guilty, Guilty! (His A Doonesbury book)","G. B., Trudeau","['American wit and humor, Pictorial']"
"Cats, cats, cats: A collection of great cat cartoons",Sam Gross,"['American wit and humor, Pictorial']"
The very first Shoe book,Jeff MacNelly,"['American wit and humor, Pictorial']"
Marvin Explains the Facts of Life,Tom Armstrong,"['American wit and humor, Pictorial']"
Barnaby,Crockett Johnson,"['American wit and humor, Pictorial']"
Bringing up father: Starring Maggie and Jiggs,George McManus,"['American wit and humor, Pictorial']"
The calculating cat returns,Eric Gurney,"['American wit and humor, Pictorial']"
Doonesbury's greatest hits,G. B Trudeau,"['American wit and humor, Pictorial']"
Booker Meets the Easter Bunny (U.S. Acres),Jim Kraft,"['American wit and humor, Pictorial']"
Dying Inside,Silverberg,['Telepathy']
The Azanian assignment,Iain Finlay,['Spy stories']
MAZE,Judy Collins,['Spy stories']
To Catch a King: A Novel,Harry Patterson,['Spy stories']
The Prodigy Plot,Tedd Thomey,['Spy stories']
Loving attitudes,Rachel Billington,"['Fiction in English, 1945- - Texts']"
Hidden Symptons,Deirdre Madden,"['Fiction in English, 1945- - Texts']"
Danny Hill: Memoirs of a Prominent Gentleman,Francis King,"['Fiction in English, 1945- - Texts']"
Love unknown,A. N Wilson,"['Fiction in English, 1945- - Texts']"
Das Baby- Projekt.,Anne Fine,['Infants']
The First Six Months: Getting Together With Your Baby,Penelope Leach,['Infants']
Rugrats Space Invaders,Sarah Albee,['Infants']
Infant Massage: A Handbook for Loving Parents,Vimala Schneider McClure,['Infants']
Loving Hands,Frederick Leboyer,['Infants']
Spit the Dummy,Danny Katz,['Infants']
Autobiography of a One Year Old,Rohan Candappa,['Infants']
Raising Baby Right: A Guide for Avoiding 20 Most Common Mistakes New Parents Make,Charles E. Schaefer,['Infants']
Baby's House,Gelolo McHugh,['Infants']
"Baby Dear: The Sweet Nellie Book of Traditional Advice, Sentiments and Expressions of Endearment from the Past",Pat Ross,['Infants']
The Pediatrician's Best Baby Planner for the First Year of Life,"Daniel W., M.D. Dubner",['Infants']
Baby's First Book (A First Little Golden Book),Golden Books,['Infants']
The Fellowship of the Ring,J. R. R. Tolkien,"['Baggins, Frodo (Fictitious character)']"
The Lord of the Rings (One Volume Edition),J. R. R. Tolkien,"['Baggins, Frodo (Fictitious character)']"
Lord of the Rings Trilogy,J.R.R. Tolkien,"['Baggins, Frodo (Fictitious character)']"
The Return of the King (The Lord of the Rings Part 3),J.R.R. Tolkien,"['Baggins, Frodo (Fictitious character)']"
Third Time Lucky (The Princess Diaries),Meg Cabot,['Diaries']
Elizabeth's Secret Diary (Sweet Valley High Diaries),Francine Pascal,['Diaries']
Strider,Beverly Cleary,['Diaries']
Who's Reading Darci's Diary?,Martha Tolles,['Diaries']
The Secret Diary of Katie Dinkerhoff,Lila Perl,['Diaries']
A Time For Courage (Dear America Series),Kathyrn Lasky,['Diaries']
"The Secret (Dear Diary, No 2)",Carrie Randall,['Diaries']
Spunky's Diary (Classic Children's Story),Janette Oke,['Diaries']
Journeynotes: Writing for Recovery and Spiritual Growth,Richard Solly,['Diaries']
Sarah Anne Hartford,Kathleen Duey,['Diaries']
Mostly Michael,ROBERT KIMMEL SMITH,['Diaries']
ADVENTURE ON THE WILDERNESS ROAD 1775: AMERICAN SISTERS #4 (American Sisters),Laurie Lawlor,['Diaries']
Lords of Misrule,Nigel Tranter,['Fiction in English']
Jennie,Paul Gallico,['Fiction in English']
Midwich Cuckoos,John Wyndham,['Fiction in English']
Vulcan,Kathleen Sky,['Fiction in English']
Good as Gold,Joseph Heller,['Fiction in English']
One Flew over the Cuckoo's Nest,Ken Kesey,['Fiction in English']
Kindergarten,P S Rushforth,['Fiction in English']
The Doctor Is Sick,Anthony Burgess,['Fiction in English']
Take a Girl Like You,Kingsley Amis,['Fiction in English']
The Stone Leopard,Colin Forbes,['Fiction in English']
Seize the Day,Saul Bellow,['Fiction in English']
White Indian,Donald C Porter,['Fiction in English']
Chase the wind,E. V Thompson,['Fiction in English']
Some touch of pity,Rhoda Edwards,['Fiction in English']
Maggie,Lena Kennedy,['Fiction in English']
The Dispossessed,Ursula K. Le Guin,['Fiction in English']
The memoirs of a survivor,Doris May Lessing,['Fiction in English']
"My Darling, My Hamburger",PAUL ZINDEL,['Fiction in English']
PRAXIS,Fay Weldon,['Fiction in English']
The Granny Project,Anne Fine,['Fiction in English']
The master mariner,Nicholas Monsarrat,['Fiction in English']
"Waldo, and Magic inc., (Pan science fiction)",Robert A Heinlein,['Fiction in English']
My name is legion,Roger Zelazny,['Fiction in English']
The Selected Works of Djuna Barnes,Djuna Barnes,['Fiction in English']
Edward Longshanks (The Seventh volume in the Plantagenet Saga),Jean Plaidy,['Fiction in English']
Lyra's Oxford,Philip Pullman,"['Belacqua, Lyra (Fictitious character)']"
Starting and Running a Profitable Investment Club,Thomas E. O'hara,['Investment clubs']
The Three Stigmata of Palmer Eldritch,PHILIP K. DICK,['Immortalism']
"Harley Hahn's Internet & Web Yellow Pages, Millennium Edition",Harley Hahn,['Internet']
How to Use the Internet (4th Edition),Mark W. Walker,['Internet']
"The Rough Guide Internet (Internet (Rough Guides), 2000)",Angus J. Kennedy,['Internet']
Zen and the art of the internet: A beginner's guide (Prentice Hall series in innovative technology),Brendan P Kehoe,['Internet']
Zen and the Art of the Internet: A Beginner's Guide (Prentice Hall Series in Innovative Technology),Brendan P. Kehoe,['Internet']
The Internet Navigator,Paul Gilster,['Internet']
Running a Perfect Web Site,David M. Chandler,['Internet']
The Complete Idiot's Guide to Javascript,Scott J. Walter,['Internet']
How the Internet Works: Millennium Edition,Preston Gralla,['Internet']
The World Wide Web Unleashed 1996,John December,['Internet']
"What's on the Internet, Summer/Fall 1995",Eric Gagnon,['Internet']
"How the Internet Works (How It Works Series (Emeryville, Calif.).)",Preston Gralla,['Internet']
The Internet companion: A beginner's guide to global networking,Tracy L LaQuey,['Internet']
Where Are the Children,Mary Higgins Clark,['Cape Cod (Mass.)']
"Short Nature Walks on Cape Cod, Nantucket, and the Vineyard (Short Nature Walks Series)",Hugh Sadlier,['Cape Cod (Mass.)']
A Storm Without Rain,Jan Adkins,['Cape Cod (Mass.)']
"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willie Wonka, Chocolate-Maker Extraordinary",Roald Dahl,"['Bucket, Charlie (Fictitious character)']"
Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,"['BODY, MIND & SPIRIT']"
Zen Keys : A Guide to Zen Practice,THICH NHAT HANH,"['BODY, MIND & SPIRIT']"
The Interpretation of Dreams (Modern Library),Sigmund Freud,"['BODY, MIND & SPIRIT']"
Kits Law,Donna Morrissey,['Mentally ill women']
The Idea of Perfection,Kate Grenville,['Bridges']
Engineers of Dreams: Great Bridge Builders and the Spanning of America,Henry Petroski,['Bridges']
From Here to Eternity,James Jones,['Boxers (Sports)']
Fat City,Leonard Gardner,['Boxers (Sports)']
The Trade,Fred Stenson,['Fur trade']
Across the Wide Missouri (The American Heritage library),Bernard Augustine De Voto,['Fur trade']
Company of Adventurers,Peter C. Newman,['Fur trade']
All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,Erma Bombeck,['Animal behavior']
"My cat has eyes of sapphire blue,",Aileen Lucia Fisher,['Animal behavior']
Two In the Bush,Gerald Durrell,['Animal behavior']
The human zoo,Desmond Morris,['Animal behavior']
Polar Wildlife,Kamini Kjanduri,['Animal behavior']
Black Boy (American Hunger : a Record of Childhood and Youth),Richard Wright,['African American authors']
Beloved: A Novel (Plume Contemporary Fiction),Toni Morrison,['African American authors']
"Our Nig, or, Sketches from the life of a free Black, in a two-story white house, north, showing that slavery's shadows fall even there",Harriet E Wilson,['African American authors']
Black Boy,Richard Wright,['African American authors']
Dust Tracks on a Road: An Autobiography,Zora Neale Hurston,['African American authors']
James Baldwin: A Biography,David Leeming,['African American authors']
More Tales of the City,Armistead Maupin,['City and town life']
Babycakes,Armistead Maupin,['City and town life']
Scarlet Women: A Novel,J.D. Christilian,['City and town life']
Sure of You,Armistead Maupin,['City and town life']
The Moon Is Down,John Steinbeck,['City and town life']
